Vehicle_ID,Mileage_km,Engine_Hours,Fuel_Efficiency_km_l,Tire_Wear,Brake_Health,Oil_Quality,Traffic_Density,Cluster
Vehicle_1,122958,4036,13.203933139782151,0.4601026265576879,0.082927152509726,0.9350766159804688,0.7154509636491239,5
Vehicle_2,147867,1499,12.12634809300152,0.1934472280119374,0.6417754044410112,0.2910033634002815,0.8059293661594655,2
Vehicle_3,132932,596,18.836514254841862,0.2103720815298357,0.4719373657552943,0.5206224651714518,0.2599164738577236,2
Vehicle_4,104694,4726,6.091024216680026,0.0230470884066074,0.9078906004128328,0.3913328364661926,0.300620559855642,9
Vehicle_5,120879,2053,9.20901219856874,0.8967465499077446,0.3631891960908492,0.9599281205835016,0.661154269719093,8
Vehicle_6,111268,2146,10.24906780356071,0.2107066650749062,0.2871522634376287,0.3350491709384824,0.6955851743035442,5
Vehicle_7,55886,753,16.736387183191816,0.2275338769364633,0.5007349061441984,0.778545821422689,0.7040996843974501,6
Vehicle_8,138337,2453,19.88771930242957,0.2796014326451318,0.4559461857686613,0.85541615463118,0.6826985047758368,0
Vehicle_9,169266,1675,8.610057721357297,0.127408071695429,0.3444280462171882,0.4356064974809659,0.3928077169525388,5
Vehicle_10,88498,3381,18.11461001205621,0.6392628831813628,0.6937412986983286,0.3781718144529312,0.3948536744036783,3
Vehicle_11,113727,4783,17.45934140647687,0.0751429531775865,0.7595618339139083,0.747745820932628,0.2548176236443814,0
Vehicle_12,127324,3028,8.369860964626499,0.1342024263263502,0.8529839690301366,0.912895980306234,0.1568336998963629,9
Vehicle_13,176203,4786,10.989988702988338,0.6447567265900929,0.9728566047103429,0.7549317330722383,0.6925773793969057,0
Vehicle_14,192335,2889,11.145093039387788,0.3396606204814427,0.2666561921325044,0.2271263655918656,0.0931887859723128,2
Vehicle_15,17023,3434,19.67331002789837,0.707947826701189,0.7160934824899615,0.8883077474377054,0.9377922867867816,0
Vehicle_16,42090,2709,7.713378520683475,0.557424744670142,0.3942582354957452,0.3875816674368331,0.8266863036714514,4
Vehicle_17,68221,1911,16.98736956657173,0.256021173061513,0.6770819719511081,0.5762294117779343,0.8575057399572561,0
Vehicle_18,65820,2906,10.012890712596649,0.6508279504893281,0.4759816903492203,0.831435619292711,0.9066688146151902,4
Vehicle_19,1769,735,15.963055186642404,0.1162736802928806,0.9937731027679316,0.1883947674004922,0.4086049707232401,2
Vehicle_20,60735,4333,11.300165064434944,0.5364103830800304,0.7289021357907499,0.7845101356775531,0.846700723350401,0
Vehicle_21,195027,1669,13.6753964467481,0.4371481050450346,0.9524913004343244,0.5961627979106775,0.1580613002916493,2
Vehicle_22,65925,4693,17.489176599891966,0.2678735828174408,0.8349695494811857,0.8933416418276082,0.0216417946082356,9
Vehicle_23,6311,1481,17.06248347475826,0.6040049977395001,0.9029010111633712,0.1719704018435429,0.7848913946638502,4
Vehicle_24,104355,925,17.996347753095502,0.8713335923402825,0.8144191972146749,0.4206822370409284,0.0747966479969393,8
Vehicle_25,185779,4763,5.894259880169885,0.9989046997630768,0.4591591303759114,0.8328430928668374,0.9885246673259216,5
Vehicle_26,86305,2511,15.380758295596172,0.6077627687434245,0.2517884533468844,0.0192317034567601,0.674796429601556,7
Vehicle_27,160765,1415,7.099810650826443,0.4047058743291701,0.3703201754505222,0.1122013667656428,0.7534497102421055,5
Vehicle_28,131608,1293,11.237278520276163,0.2252071002162016,0.0202362326399504,0.9905652127567348,0.2458038562778659,6
Vehicle_29,157730,212,13.228826225820328,0.2570960893951117,0.5239931674646672,0.2803941785903505,0.6738653939196881,2
Vehicle_30,85478,2024,11.041092271202462,0.4794549781497657,0.5050578002704087,0.9755431937239534,0.0432199372549572,9
Vehicle_31,123537,3341,12.794175137045112,0.3672777012807092,0.5252504648304882,0.1825315510086739,0.8378257199236009,4
Vehicle_32,150503,319,19.94789463197929,0.9138145226249442,0.9740312249720638,0.3610944430073356,0.1696240930315724,8
Vehicle_33,131523,681,7.028259705692821,0.3682954676557095,0.9114540034548392,0.7528694445035706,0.6973580668337706,8
Vehicle_34,3747,955,15.131840680046384,0.3734445911454355,0.161712778330108,0.6577784072381785,0.2244805012327283,6
Vehicle_35,124855,3521,10.94001449578423,0.3835345124339769,0.3688825215558892,0.5811223999290556,0.0684531694260427,3
Vehicle_36,191222,3303,6.995146983609931,0.8366202103676581,0.4239561794632619,0.5298991758050076,0.4814936785493943,5
Vehicle_37,66725,2064,7.381051450614643,0.6507883208469019,0.3605329178516477,0.8434404436647402,0.1692862102727894,1
Vehicle_38,130981,1691,19.23909659368425,0.6141688503188927,0.7984959636039131,0.2349485628333927,0.7294439883265498,8
Vehicle_39,85654,254,18.194022450676428,0.3341430223838622,0.5240376698675869,0.4424709269935184,0.2375658433834848,2
Vehicle_40,167845,631,18.60562940622533,0.8179041768324394,0.572099816971625,0.1554522921564572,0.3424725562358288,2
Vehicle_41,120346,890,19.8729916374108,0.0383638613557011,0.8530135589879255,0.5959415957307044,0.5674392512644729,2
Vehicle_42,68435,1769,8.124730850127769,0.8707971723381132,0.8059281534153586,0.2505444242713202,0.2849682775773116,1
Vehicle_43,57886,2693,10.331590060460924,0.5127498997939296,0.1322115228202997,0.3338420643433858,0.3779881162099616,1
Vehicle_44,67803,2347,15.038285448873,0.3982502348634128,0.7139145840836343,0.4712507166235281,0.8156217710403867,0
Vehicle_45,32551,924,12.257038097909708,0.4971672807176857,0.4354361289020355,0.0267705857031278,0.1792098495610257,1
Vehicle_46,117216,739,11.275843000675003,0.6674155305338311,0.2946489030625004,0.0919379359208376,0.0822015894819336,1
Vehicle_47,12394,4050,10.367168740033897,0.0127654265178973,0.0500188209021863,0.6859292207082196,0.3283577851330193,6
Vehicle_48,70092,3191,13.906709479151782,0.8715518564582477,0.4872495603454509,0.4289699807175072,0.4243767670138781,3
Vehicle_49,4890,1472,13.63390142960123,0.4467395253113928,0.3554366807245314,0.8647902219998954,0.5426592821365677,6
Vehicle_50,42606,721,7.421867510963601,0.3429665197000782,0.2515130396764008,0.6946720036441995,0.372423696175007,1
Vehicle_51,88313,1221,12.076097562776583,0.1382455656340571,0.6946717295969576,0.0081009416473224,0.7899117002228051,2
Vehicle_52,142699,3776,13.302076643147748,0.4394653743584421,0.769485387315587,0.6167123307671348,0.0393194876684732,3
Vehicle_53,9792,993,13.554304080970857,0.4963227712843788,0.2447895190294248,0.0937248660597164,0.4317675381985579,1
Vehicle_54,175073,1499,8.151607893685277,0.4036466944934778,0.0494474366793472,0.7809331797904943,0.3822559146564046,5
Vehicle_55,155969,3787,16.134070883784304,0.6786600938268971,0.848752700565235,0.991507688278502,0.647578490806859,8
Vehicle_56,69148,2589,5.377986422316044,0.420896528759226,0.0099597412043033,0.5311987942415115,0.966276251897396,5
Vehicle_57,125243,4009,10.32247783314744,0.9614175778465732,0.937112493921472,0.6827795001941304,0.5103754066288622,8
Vehicle_58,121174,4310,16.703189728034502,0.5992775178235918,0.6276198739827059,0.2373141608947515,0.9868768469417204,0
Vehicle_59,155555,2411,13.458393815831036,0.807477935651909,0.3218466352013203,0.4375977437537935,0.3022493949131974,3
Vehicle_60,125358,3702,8.917436487662904,0.1093559031094788,0.2464779095767362,0.8560953322363837,0.030868132542461,9
Vehicle_61,49555,3720,15.424296790145716,0.3972912929459057,0.0090056642644752,0.1674229477462512,0.1656631674764127,3
Vehicle_62,18159,1803,13.5108641623411,0.3368477014471527,0.2354714170108771,0.2655356056137621,0.3951248847745673,6
Vehicle_63,111510,2402,16.94365414184581,0.5694823881365918,0.1377283015171411,0.4454336752860302,0.3163339091885522,7
Vehicle_64,107530,1988,16.02537779284735,0.8611135200614256,0.6121662207231456,0.712248891844014,0.0970541309833776,3
Vehicle_65,81077,420,14.15161883054352,0.0783382177620066,0.1665455885938013,0.3758839547956738,0.4326601076907168,6
Vehicle_66,36920,4998,12.32266512966221,0.0725747980447107,0.5286298375366193,0.927732279783004,0.3381157716595627,9
Vehicle_67,199193,4529,6.997731885012851,0.8503177081575989,0.5901164223444708,0.0944570512687191,0.1226192204574384,3
Vehicle_68,20457,1981,8.919995268280756,0.2128500860383574,0.2980416983469145,0.3708041975448475,0.2961171306119089,1
Vehicle_69,198629,474,11.28649209375628,0.6687532544498137,0.0350649490187187,0.7089541234284219,0.8864360553553905,5
Vehicle_70,79953,4774,13.98948930509583,0.5428781323608052,0.0372538806141961,0.2259867656614924,0.3020488654893402,3
Vehicle_71,53995,944,12.705617828229572,0.8328935948872295,0.0263473321939176,0.656413134229673,0.7139554232420516,7
Vehicle_72,172829,647,9.322767889392942,0.1250889098364035,0.7391246671365462,0.1642169582273459,0.6120470796577556,2
Vehicle_73,10692,3112,5.096965366845659,0.1297829657226112,0.3180097048142981,0.0559802848616863,0.4271811624083718,4
Vehicle_74,177830,2386,12.44358832851221,0.5568183602783076,0.7963001859676636,0.1210157167486488,0.2390256368036691,2
Vehicle_75,197769,4738,9.284389828433646,0.9463786533583708,0.4317328238428491,0.9299847831341348,0.3690146993459454,3
Vehicle_76,38065,1737,16.019124510658024,0.4149977583707542,0.4529981008299638,0.5517508829395513,0.5921072134710428,6
Vehicle_77,100299,622,5.3591939790572525,0.3269421002546949,0.5128826025095737,0.796345775479649,0.3507532147493549,9
Vehicle_78,164678,2140,13.772417169586864,0.6066893231978858,0.7130314563751039,0.3326545009050512,0.2148964335742318,2
Vehicle_79,12534,3719,19.122113562590982,0.9304486005450312,0.273502865829707,0.5926586478854466,0.1164627488916321,3
Vehicle_80,41397,4322,7.616139006672492,0.8369278328446237,0.1215873495335269,0.4949521337049916,0.8797669379095653,4
Vehicle_81,92387,4674,12.07474236125893,0.99548361073322,0.5560573351914615,0.945737959402294,0.4403129757519056,3
Vehicle_82,2016,1683,6.371329877257073,0.022568583202377,0.3269776232427392,0.7475746360541103,0.6252083217429301,6
Vehicle_83,56591,1567,14.385228683920287,0.1128581447127622,0.4424913136680374,0.730542631496579,0.4904103611368052,6
Vehicle_84,24247,4343,13.257975208943384,0.609467763366622,0.6469467083373054,0.0463532694342795,0.8725665183579634,4
Vehicle_85,25300,2707,11.110482863192484,0.8205764393338497,0.4941257411412706,0.5496696690036911,0.5469348524482108,4
Vehicle_86,83798,3698,12.820655322106118,0.2852443423067665,0.6202788171008429,0.4669914539018148,0.4807814179491133,0
Vehicle_87,10268,4998,18.448619877035156,0.2392110880342187,0.5442000021136278,0.9278422666061944,0.9246009904217126,0
Vehicle_88,87807,3638,7.944414534666006,0.7869757993812009,0.7397963719360992,0.2573419881895322,0.7196895960453545,4
Vehicle_89,13185,1587,5.338467675580208,0.0563818538532315,0.70593661771162,0.2698334532910943,0.1115499073468573,9
Vehicle_90,195776,3187,17.924973270486515,0.3693826475825851,0.5341898918086192,0.4113462488815004,0.177704461196814,2
Vehicle_91,171171,147,13.656756235818598,0.5058092225923297,0.6789030208597069,0.243369713406376,0.7871228629394419,8
Vehicle_92,140643,3265,18.35987683192764,0.5603486743503234,0.8735596022726128,0.1291839178087495,0.8358513211799543,0
Vehicle_93,39044,4580,13.954178351197587,0.7286151567927769,0.4322712877881686,0.8574148466508008,0.5451908290902965,3
Vehicle_94,52214,4782,17.152416349395537,0.3548457234306582,0.4127630727487936,0.5582765244039158,0.5544552278666393,0
Vehicle_95,193300,3800,11.44510045032722,0.6126843446746072,0.7642456208523801,0.8613627189565668,0.6319329628514445,8
Vehicle_96,115752,3207,16.247898969324034,0.5853754227909563,0.582553837041994,0.8311347654036959,0.4391157742826395,0
Vehicle_97,49984,4733,18.69562200334784,0.5476161006537471,0.0710067802225885,0.2820423547896711,0.680199123483904,7
Vehicle_98,41774,393,13.581844455833094,0.6404832931422122,0.8921120156910813,0.547737444324274,0.1084812575664156,1
Vehicle_99,3568,4716,7.711777258435693,0.2594491710680763,0.0307831022376401,0.0832177027400704,0.9612792423673864,4
Vehicle_100,121151,660,9.031964225452972,0.0846487535846289,0.7483963562097431,0.9152518840307584,0.7501548237949217,9
Vehicle_101,194664,1777,7.979668653461086,0.1192716720397434,0.7587941427043129,0.4042627150651531,0.6311742040090069,5
Vehicle_102,199635,2340,8.702855413935993,0.224582382653901,0.9531110852819304,0.3936761838890213,0.3163220570094807,2
Vehicle_103,134767,1904,9.596231740265544,0.5001979355227852,0.0541344084023207,0.3027553706179532,0.1609554874567291,1
Vehicle_104,125375,2658,13.327006801297829,0.8404427505460201,0.596856860784491,0.4606637447107038,0.4093429638289446,3
Vehicle_105,180262,2129,13.819874441957491,0.7012933420883841,0.4278405706270529,0.251759386545448,0.6615767405740585,7
Vehicle_106,137330,2374,11.397496208627915,0.7890406042020471,0.330632954859542,0.3748522727968045,0.6337097434231109,7
Vehicle_107,40504,4677,14.231311697312533,0.3509756239260914,0.090318560299073,0.7999470485848819,0.3826411550655715,6
Vehicle_108,165231,1227,6.223623884170489,0.4046537416485501,0.5626541196713092,0.8342555035851719,0.6132863938331298,5
Vehicle_109,14986,1141,6.3168235558724,0.3936818859906128,0.4790407256746136,0.3041824776285161,0.8137482955675476,4
Vehicle_110,62858,2841,7.577441905364877,0.1918731844045015,0.1045544581510242,0.4690144305527879,0.026284772337607,1
Vehicle_111,130312,1799,12.771162470605171,0.061216658143572,0.6124895070970834,0.8738197762800523,0.4506210479302757,9
Vehicle_112,13666,2725,8.209920180474704,0.5909160928272268,0.7379531202529385,0.0526733318296971,0.758555228466791,4
Vehicle_113,39660,831,9.24926605238866,0.989216683420586,0.7672783010536482,0.8891449619957854,0.5461444704633772,8
Vehicle_114,135633,3098,11.00469254259491,0.1668297049502628,0.9053731882624274,0.2191843456523317,0.65147608792907,0
Vehicle_115,27854,2155,17.1779918601557,0.0466848198992737,0.4094707418887772,0.6785392442143758,0.516676392605342,6
Vehicle_116,65505,3917,5.207932038692902,0.779531681823933,0.953072768622137,0.5825516963846002,0.991874544682311,4
Vehicle_117,105488,4592,14.740682303549336,0.2525860066847242,0.8654294050826861,0.5529407481892521,0.0546215364890382,3
Vehicle_118,184323,2163,15.03314796561028,0.8296438053529284,0.296501571023939,0.8593602247528214,0.4910448217723773,8
Vehicle_119,23662,4020,16.97983670534955,0.7039366670345154,0.1592830373494584,0.1015721436446612,0.0914165491145176,3
Vehicle_120,9392,2041,18.9912940859047,0.9456735370508046,0.4353893961280134,0.347028025325636,0.1597855621135704,1
Vehicle_121,31535,1117,5.302067734239348,0.408927235756672,0.4018987079559666,0.5382527463447656,0.3830383504182618,1
Vehicle_122,114569,1627,7.306755582698242,0.6619698394506341,0.5757193053312043,0.8112888539460398,0.1555400915004873,9
Vehicle_123,53256,1061,18.292569410839896,0.4648547808132707,0.583386232327748,0.2164430834116715,0.963687165956651,7
Vehicle_124,90135,2324,11.877778432805233,0.6305886973085435,0.7499869843799752,0.8029298413742763,0.9467897767251592,8
Vehicle_125,128478,4919,13.468859584001953,0.4495989060077373,0.5098899482056102,0.3996384824939357,0.3361096462206038,3
Vehicle_126,36222,1864,14.94540805584721,0.1886322464240748,0.1048226409407655,0.1889138564336954,0.6397477120376796,6
Vehicle_127,78373,2476,15.18599906743456,0.5078974160033809,0.8582913355531061,0.7589864404434826,0.5337533205937861,0
Vehicle_128,124684,4452,18.97610604974762,0.5285842014374423,0.309764583185187,0.0908989014745478,0.8155869805157686,7
Vehicle_129,195407,4924,19.95424126117504,0.8106038482601611,0.971297460306592,0.5147673740754429,0.6274456098169422,0
Vehicle_130,11965,2601,15.802361913964104,0.7355207057935812,0.1178601086797701,0.0638757838618884,0.0002524544905621,1
Vehicle_131,25538,3707,9.30831813807726,0.6637916239414441,0.9582511722325032,0.3564178551577875,0.7631743856097388,4
Vehicle_132,109066,57,18.196286034415152,0.1133870955525725,0.0910118068825169,0.6010767990063927,0.7468481212961181,6
Vehicle_133,114252,2605,5.738313718111424,0.720616290663715,0.2310361379470594,0.5561155414872131,0.509722705566481,5
Vehicle_134,140182,525,8.466212793117442,0.5003051563545148,0.0465799420865415,0.4046554179046665,0.9029189732330538,5
Vehicle_135,159338,2261,18.460785761955723,0.8940995361061592,0.7051131466389949,0.4290479939721157,0.9084462056904016,8
Vehicle_136,185064,534,8.842872716590325,0.9198709341305428,0.8502987365717918,0.2267695533507665,0.5239116767043972,8
Vehicle_137,99806,4704,8.309765894326226,0.0551565906017854,0.4340710818159804,0.4558825884241029,0.6079882311965377,5
Vehicle_138,138982,2335,7.071879397103709,0.8206415603544788,0.9285220750424296,0.9532548557208342,0.9965220719246723,8
Vehicle_139,111989,4613,17.886676364703746,0.0376973904226706,0.5902990717555996,0.8504529177837904,0.2988202348114175,0
Vehicle_140,91982,3575,12.500873887866302,0.3671696256950226,0.6300071354465232,0.1452328690763438,0.3246172423114773,3
Vehicle_141,122626,3389,15.123398045812324,0.5422999756210791,0.8454192017007699,0.0297807873209209,0.1827739026634963,3
Vehicle_142,120176,2872,8.585995761125446,0.1481007986271274,0.2968002050518389,0.9335243127166306,0.895866939157868,5
Vehicle_143,132278,4993,16.370606315168246,0.7463138125690768,0.3542657213276258,0.5267497498807476,0.7444883899492662,7
Vehicle_144,123409,2974,16.40008317443148,0.0083547041721385,0.9059519191946444,0.5378378231493077,0.1056428488702418,2
Vehicle_145,24419,308,9.688970373624503,0.1685990484340368,0.9009634960387638,0.7807179957065223,0.9817673511979657,4
Vehicle_146,182708,332,11.160239495154244,0.5807968298534757,0.9764827762008708,0.3146889738713265,0.730961708161116,8
Vehicle_147,51015,1948,8.145354161453014,0.7143875620372924,0.9018383164416712,0.4819075688360021,0.8505221096049745,4
Vehicle_148,123096,4185,19.648415349843564,0.916643102693916,0.1273720360333609,0.9686629131467376,0.0481507891732009,3
Vehicle_149,108059,3026,14.684038655876174,0.7054966519346239,0.8237242861369873,0.6721486869324071,0.5049609189421677,8
Vehicle_150,186340,2317,19.01815821073273,0.671779270254866,0.409838478109594,0.1537450319957859,0.6985982867270393,7
Vehicle_151,111687,3250,9.550783154436996,0.3943411463506643,0.990801355945938,0.1332267479843533,0.5429465845718413,4
Vehicle_152,88939,662,16.728363694953345,0.0012844255268014,0.472280964328801,0.2042647583330054,0.6666474656992775,2
Vehicle_153,150213,737,16.48787965827113,0.1201592587356219,0.5538360825022206,0.7667116744207175,0.8178740635904725,0
Vehicle_154,106878,3740,15.374834777998124,0.5345545447560391,0.5297749152567985,0.295377003840616,0.3743370629601962,3
Vehicle_155,188116,662,19.484584629002008,0.6751298858444197,0.3217370298582778,0.0213888466750797,0.8486686756187097,7
Vehicle_156,199286,2357,10.903330041594732,0.4174482838964625,0.0750220888929181,0.944174363505662,0.1629161047652907,5
Vehicle_157,165899,3063,6.960759853846359,0.7306790115283902,0.8956512304019185,0.1697134163949106,0.2708860550263747,3
Vehicle_158,187892,1831,15.07563288866091,0.5218622953321788,0.8026758125262868,0.0095581861480685,0.0433456199273257,2
Vehicle_159,63623,2641,15.939647007158092,0.0741761955943122,0.1395267805596692,0.2371316023833229,0.3644268113352511,6
